kegg,level_1,level_2,brite_name,BRITE_id,brite_level_1,brite_level_2
K13298,Metabolism,Nucleotide metabolism,,,,
K02589,,,,unknown,,
K13294,Metabolism,Nucleotide metabolism,,,,
K13292,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13293,Metabolism,Nucleotide metabolism,,,,
K10460,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K14056,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K10461,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K02580,Environmental Information Processing,Signal transduction,,,,
K03259,Genetic Information Processing,Translation,,,,
K03258,Genetic Information Processing,Translation,,,,
K03257,Genetic Information Processing,Translation,,,,
K03256,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K03255,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K03254,Genetic Information Processing,Translation,,,,
K03253,Genetic Information Processing,Translation,,,,
K03252,Genetic Information Processing,Translation,,,,
K03251,Genetic Information Processing,Translation,,,,
K14059,,,,unknown,,
K02857,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12211,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12213,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12212,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12214,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12217,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12216,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12218,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K02855,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K08692,Metabolism,Overview,,,,
K08690,Metabolism,Overview,,,,
K08691,Metabolism,Overview,,,,
K08696,,,,unknown,,
K08697,,,,unknown,,
K11748,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08695,Metabolism,Biosynthesis of other secondary metabolites,,,,
K11746,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K11747,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K11744,,,,unknown,,
K11745,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K11742,,,KEGG modules [BR:ko00002],ko00002,,
K11743,,,KEGG modules [BR:ko00002],ko00002,,
K11740,,,,unknown,,
K11741,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K13920,Metabolism,Carbohydrate metabolism,,,,
K13921,Metabolism,Carbohydrate metabolism,,,,
K13922,Metabolism,Carbohydrate metabolism,,,,
K13923,Metabolism,Carbohydrate metabolism,,,,
K13924,Environmental Information Processing,Signal transduction,,,,
K13925,Human Diseases,Infectious diseases,,,,
K13926,,,,unknown,,
K13927,Environmental Information Processing,Signal transduction,,,,
K13928,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K13929,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09923,,,,unknown,,
K06202,,,,unknown,,
K06201,,,,unknown,,
K09920,,,,unknown,,
K09927,,,,unknown,,
K06206,,,,unknown,,
K06205,,,,unknown,,
K06204,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K06759,Environmental Information Processing,Signaling molecules and interaction,,,,
K06209,Metabolism,Overview,,,,
K09928,,,,unknown,,
K11568,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11562,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11291,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11560,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11561,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11566,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11295,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11296,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K00759,Metabolism,Nucleotide metabolism,,,,
K00758,Metabolism,Nucleotide metabolism,,,,
K00753,Metabolism,Glycan biosynthesis and metabolism,,,,
K00752,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00750,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00757,Metabolism,Nucleotide metabolism,,,,
K00756,Metabolism,Nucleotide metabolism,,,,
K06001,Metabolism,Overview,,,,
K09760,,,,unknown,,
K09765,,,,unknown,,
K09766,,,,unknown,,
K05554,Metabolism,Metabolism of terpenoids and polyketides,,,,
K09769,,,,unknown,,
K12814,Genetic Information Processing,Transcription,,,,
K07150,,,,unknown,,
K07151,Metabolism,Glycan biosynthesis and metabolism,,,,
K07152,,,Mitochondrial biogenesis [BR:ko03029],ko03029,Genetic Information Processing,Translation
K07153,,,,unknown,,
K07154,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07155,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07156,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K07158,,,,unknown,,
K07159,,,,unknown,,
K07404,Metabolism,Overview,,,,
K07405,Metabolism,Carbohydrate metabolism,,,,
K07402,,,,unknown,,
K07403,,,,unknown,,
K07400,,,,unknown,,
K07401,,,,unknown,,
K10169,Cellular Processes,Transport and catabolism,,,,
K10168,Organismal Systems,Immune system,,,,
K10161,Organismal Systems,Immune system,,,,
K10160,Environmental Information Processing,Signal transduction,,,,
K10164,Cellular Processes,Cellular commiunity,,,,
K01808,Metabolism,Overview,,,,
K01809,Metabolism,Carbohydrate metabolism,,,,
K15533,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15532,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15535,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15534,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15537,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15536,,,,unknown,,
K15539,,,,unknown,,
K15538,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01802,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01803,Metabolism,Overview,,,,
K01804,Metabolism,Carbohydrate metabolism,,,,
K01805,Metabolism,Carbohydrate metabolism,,,,
K01807,Metabolism,Overview,,,,
K11252,Human Diseases,Cancers,,,,
K05361,Metabolism,Metabolism of other amino acids,,,,
K05127,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05121,Environmental Information Processing,Signal transduction,,,,
K05120,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09327,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09326,Cellular Processes,Cellular commiunity,,,,
K08339,Cellular Processes,Transport and catabolism,,,,
K05360,Metabolism,Metabolism of other amino acids,,,,
K14668,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08331,Cellular Processes,Transport and catabolism,,,,
K08330,Cellular Processes,Transport and catabolism,,,,
K08333,Cellular Processes,Transport and catabolism,,,,
K08332,Cellular Processes,Transport and catabolism,,,,
K14663,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14660,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08336,Environmental Information Processing,Signal transduction,,,,
K01664,Metabolism,Metabolism of cofactors and vitamins,,,,
K01665,Metabolism,Metabolism of cofactors and vitamins,,,,
K01666,Metabolism,Overview,,,,
K01667,Metabolism,Amino acid metabolism,,,,
K01661,Metabolism,Metabolism of cofactors and vitamins,,,,
K01662,Metabolism,Metabolism of cofactors and vitamins,,,,
K01663,Metabolism,Overview,,,,
K01668,Metabolism,Amino acid metabolism,,,,
K01669,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02863,Genetic Information Processing,Translation,,,,
K02860,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K02867,Genetic Information Processing,Translation,,,,
K02866,Genetic Information Processing,Translation,,,,
K02865,Genetic Information Processing,Translation,,,,
K02864,Genetic Information Processing,Translation,,,,
K02869,Genetic Information Processing,Translation,,,,
K02868,Genetic Information Processing,Translation,,,,
K14009,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14002,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14000,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14001,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14006,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14007,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14004,Genetic Information Processing,Translation,,,,
K14005,Genetic Information Processing,"Folding, sorting and degradation",,,,
K03402,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K03403,Metabolism,Metabolism of cofactors and vitamins,,,,
K03400,Environmental Information Processing,Signal transduction,,,,
K03406,Environmental Information Processing,Signal transduction,,,,
K03407,Environmental Information Processing,Signal transduction,,,,
K03404,Metabolism,Metabolism of cofactors and vitamins,,,,
K03405,Metabolism,Metabolism of cofactors and vitamins,,,,
K03408,Environmental Information Processing,Signal transduction,,,,
K03409,Cellular Processes,Cell motility,,,,
K06070,Environmental Information Processing,Signal transduction,,,,
K02315,,,DNA replication proteins [BR:ko03032],ko03032,Genetic Information Processing,Replication and repair
K02314,Genetic Information Processing,Replication and repair,,,,
K02317,Genetic Information Processing,Replication and repair,,,,
K02316,Genetic Information Processing,Replication and repair,,,,
K02310,Cellular Processes,Cell growth and death,,,,
K02313,Environmental Information Processing,Signal transduction,,,,
K02319,Metabolism,Nucleotide metabolism,,,,
K02318,Metabolism,Metabolism of cofactors and vitamins,,,,
K05366,Metabolism,Glycan biosynthesis and metabolism,,,,
K12404,Cellular Processes,Transport and catabolism,,,,
K12405,Metabolism,Lipid metabolism,,,,
K12406,Metabolism,Overview,,,,
K12407,Metabolism,Overview,,,,
K12152,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12402,Cellular Processes,Transport and catabolism,,,,
K12151,,,Prokaryotic defense system [BR:ko02048],ko02048,Cellular Processes,Transport and catabolism
K12408,Metabolism,Lipid metabolism,,,,
K12409,Metabolism,Carbohydrate metabolism,,,,
K07367,Environmental Information Processing,Signal transduction,,,,
K07366,Organismal Systems,Immune system,,,,
K07364,Organismal Systems,Immune system,,,,
K07369,Environmental Information Processing,Signal transduction,,,,
K07091,Environmental Information Processing,Membrane transport,,,,
K07090,,,,unknown,,
K07093,,,,unknown,,
K07092,,,,unknown,,
K07095,,,,unknown,,
K07094,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07097,,,,unknown,,
K07096,,,,unknown,,
K07099,,,,unknown,,
K07098,,,,unknown,,
K11175,Metabolism,Nucleotide metabolism,,,,
K11177,Metabolism,Nucleotide metabolism,,,,
K11176,Metabolism,Nucleotide metabolism,,,,
K11170,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11173,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07890,,,Exosome [BR:ko04147],ko04147,Cellular Processes,Transport and catabolism
K11179,Genetic Information Processing,"Folding, sorting and degradation",,,,
K11178,Metabolism,Nucleotide metabolism,,,,
K07897,Cellular Processes,Transport and catabolism,,,,
K00322,Metabolism,Metabolism of cofactors and vitamins,,,,
K00323,Metabolism,Metabolism of cofactors and vitamins,,,,
K00320,Metabolism,Overview,,,,
K00326,Metabolism,Carbohydrate metabolism,,,,
K00327,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00324,Metabolism,Metabolism of cofactors and vitamins,,,,
K00325,Metabolism,Metabolism of cofactors and vitamins,,,,
K00329,Metabolism,Energy metabolism,,,,
K05946,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06944,,,,unknown,,
K06417,,,,unknown,,
K06946,,,,unknown,,
K06415,,,,unknown,,
K06940,,,,unknown,,
K06941,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10808,Metabolism,Nucleotide metabolism,,,,
K06943,Genetic Information Processing,Translation,,,,
K10806,Metabolism,Lipid metabolism,,,,
K10375,Organismal Systems,Circulatory system,,,,
K10804,Metabolism,Lipid metabolism,,,,
K10805,Metabolism,Lipid metabolism,,,,
K10802,Genetic Information Processing,Replication and repair,,,,
K06949,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10800,Genetic Information Processing,Replication and repair,,,,
K06419,,,,unknown,,
K09138,,,,unknown,,
K09139,,,,unknown,,
K09134,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09136,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K09137,,,,unknown,,
K09131,,,,unknown,,
K09132,,,,unknown,,
K09133,,,,unknown,,
K05808,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K05809,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K05804,,,KEGG modules [BR:ko00002],ko00002,,
K05805,,,,unknown,,
K05807,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K05800,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K05801,,,Chaperones and folding catalysts [BR:ko03110],ko03110,Genetic Information Processing,"Folding, sorting and degradation"
K05802,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K05803,,,,unknown,,
K01044,Metabolism,Xenobiotics biodegradation and metabolism,,,,
K01046,Metabolism,Lipid metabolism,,,,
K04567,Genetic Information Processing,Translation,,,,
K04408,Environmental Information Processing,Signal transduction,,,,
K04560,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14804,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14805,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14271,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08007,Cellular Processes,Cell motility,,,,
K14273,Metabolism,Carbohydrate metabolism,,,,
K14275,Metabolism,Carbohydrate metabolism,,,,
K14274,Metabolism,Carbohydrate metabolism,,,,
K05566,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08005,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08004,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08003,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08002,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01322,Organismal Systems,Endocrine system,,,,
K01325,Organismal Systems,Endocrine system,,,,
K01324,Organismal Systems,Immune system,,,,
K05441,Environmental Information Processing,Signal transduction,,,,
K02243,,,KEGG modules [BR:ko00002],ko00002,,
K08930,Environmental Information Processing,Signal transduction,,,,
K02679,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K02677,Environmental Information Processing,Signal transduction,,,,
K02674,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K02672,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K02673,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K02670,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K02671,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
